id,text,speaker,turn,emotion_major,emotion_minor,situation,gender,age,environment,cluster_l1,cluster_l2,text_length,session_id,length_quartile
40529_2_human,다들퇴직하고 일을 못하니까 비관적이지.,human,2,상처,버려진,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,21,40529,short
23720_2_human,가족들이 내게 관심이 없는 거 같아서 속상해.,human,2,상처,버려진,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",25,23720,short
3610_1_human,코로나 일구로 갑자기 직장에서 해고당했어.,human,1,상처,충격 받은,"진로,취업,직장",여성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",23,3610,short
11225_1_human,은퇴 후 생활 때문에 불안해.,human,1,상처,"가난한, 불우한","재정,은퇴,노후준비",여성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",16,11225,short
4089_2_human,응. 세상에서 제일 어려운 것 같아.,human,2,상처,괴로워하는,대인관계,여성,청년,,emotion_상처,emotion_상처_situation_대인관계,20,4089,short
17345_3_human,모르겠어. 나에게는 아무것도 없어.,human,3,상처,"가난한, 불우한","재정,은퇴,노후준비",남성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",19,17345,short
18695_3_human,형한테 전화해서 사과할까 생각중이야.,human,3,상처,버려진,가족관계,남성,청소년,,emotion_상처,emotion_상처_situation_가족관계,20,18695,short
43482_2_human,하루하루 빠듯하게 살아가겠지? 앞으로가 걱정돼.,human,2,상처,상처,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",26,43482,short
40693_2_human,건강했었는데 갑자기 쓰러졌어.,human,2,상처,억울한,"건강,죽음",여성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",16,40693,short
40983_1_human,근래 들어 뼈마디가 자주 쑤시네.,human,1,상처,괴로워하는,"건강,죽음",남성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",18,40983,short
24068_3_human,담배랑 술을 끊고 돈을 모아야겠어.,human,3,상처,희생된,대인관계,남성,노년,,emotion_상처,emotion_상처_situation_대인관계,19,24068,short
19632_3_human,공부를 해야겠지. 나도 시작해야겠어.,human,3,상처,질투하는,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,20,19632,short
10061_1_human,저번 주말에도 아이를 혼자 봤어. 정말 지쳐.,human,1,상처,버려진,"연애,결혼,출산",여성,청년,,emotion_상처,"emotion_상처_situation_연애,결혼,출산",25,10061,short
48985_3_human,일단 담임선생님과 상의해서 해결책을 찾고 싶어.,human,3,상처,상처,학교폭력/따돌림,여성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,26,48985,short
20856_2_human,응 내가 변해야 될 것 같아.,human,2,상처,고립된,학업 및 진로,여성,청소년,,emotion_상처,emotion_상처_situation_학업 및 진로,16,20856,short
29789_2_human,모르겠어. 그냥 억울하고 슬퍼.,human,2,상처,억울한,"건강,죽음",남성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",17,29789,short
6472_3_human,내일 대화를 나눠 봐야겠어.,human,3,상처,고립된,"진로,취업,직장",남성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",15,6472,short
22611_3_human,회사 게시판에 익명으로 신고 처리해야겠어.,human,3,상처,충격 받은,"진로,취업,직장",여성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",23,22611,short
30714_1_human,가족에게서 버려졌어.,human,1,상처,버려진,대인관계,남성,노년,,emotion_상처,emotion_상처_situation_대인관계,11,30714,short
3876_2_human,친구가 나에게 누명을 씌웠어.,human,2,상처,억울한,학교폭력/따돌림,남성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,16,3876,short
23512_2_human,나도 은퇴할 때가 다 돼서 고민이야.,human,2,상처,희생된,"재정,은퇴,노후준비",여성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",20,23512,short
23916_1_human,회사에서 나만 외톨이가 된 것 같은 기분이야.,human,1,상처,고립된,"직장, 업무 스트레스",여성,중년,,emotion_상처,"emotion_상처_situation_직장, 업무 스트레스",25,23916,short
41371_1_human,퇴직 생활을 기다려 왔는데 이렇게 불안할 줄이야.,human,1,상처,상처,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,27,41371,short
46592_3_human,그 의사에게 직접 물어보는 게 좋을 것 같아.,human,3,상처,질투하는,"건강,죽음",남성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",25,46592,short
4293_3_human,혼자만의 시간이 없어서 너무 괴로워.,human,3,상처,괴로워하는,"연애,결혼,출산",남성,청년,,emotion_상처,"emotion_상처_situation_연애,결혼,출산",20,4293,short
15928_1_human,학교에 혼자 남게 됐어 너무 슬프고 무서워.,human,1,상처,버려진,학교폭력/따돌림,남성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,24,15928,short
49678_2_human,우울증 때문에 내 상황이 더 불행하게 느껴져.,human,2,상처,"가난한, 불우한",대인관계,여성,노년,,emotion_상처,emotion_상처_situation_대인관계,25,49678,short
29997_2_human,배다른 자식이었데.,human,2,상처,충격 받은,가족관계,남성,청소년,,emotion_상처,emotion_상처_situation_가족관계,10,29997,short
40930_1_human,내가 재기 할 수 있을지 의심스러워.,human,1,상처,질투하는,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,20,40930,short
36587_3_human,선생님이랑 면담해서 방법을 찾아볼까 해.,human,3,상처,"가난한, 불우한",학업 및 진로,여성,청소년,,emotion_상처,emotion_상처_situation_학업 및 진로,22,36587,short
23930_3_human,해고된 동료들을 만나서 함께 시간을 보내야겠어.,human,3,상처,억울한,"직장, 업무 스트레스",여성,중년,,emotion_상처,"emotion_상처_situation_직장, 업무 스트레스",26,23930,short
46561_1_human,내 남자친구와 학업 문제로 싸웠어.,human,1,상처,"가난한, 불우한",가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,19,46561,short
50667_3_human,이제부터라도 뉴스를 좀 봐야겠어.,human,3,상처,괴로워하는,학교폭력/따돌림,남성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,18,50667,short
20937_2_human,그니까 지키지도 않을 거면 왜 약속을 하는 거야?,human,2,상처,배신당한,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,27,20937,short
14699_3_human,슬프지만 받아들이고 아내한테 이야기해야겠지.,human,3,상처,충격 받은,"건강,죽음",남성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",24,14699,short
11635_1_human,난 빈 껍데기만 있는 것 같아.,human,1,상처,희생된,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",17,11635,short
44063_3_human,엄마한테 학원을 알아보자고 말할 거야.,human,3,상처,고립된,"진로,취업,직장",남성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",21,44063,short
46825_3_human,엄마랑 언니의 도움을 받았었어.,human,3,상처,상처,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,17,46825,short
33211_2_human,괜히 내 미래도 걱정되고 불안해.,human,2,상처,희생된,"연애,결혼,출산",남성,청년,,emotion_상처,"emotion_상처_situation_연애,결혼,출산",18,33211,short
50766_3_human,여성취업인력센터에서 직업 상담을 받아봐야겠어.,human,3,상처,충격 받은,"진로,취업,직장",여성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",25,50766,short
11062_3_human,이젠 어떡해야 할지 모르겠어.,human,3,상처,상처,건강,남성,중년,,emotion_상처,emotion_상처_situation_건강,16,11062,short
28495_1_human,아! 너무 괴로워!,human,1,상처,괴로워하는,재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,10,28495,short
42906_3_human,아빠에게 욕설하지 말아 달라고 이야기할 거야.,human,3,상처,상처,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,25,42906,short
21700_2_human,집에 먹을 것도 없어서 괜히 더 부끄러워.,human,2,상처,"가난한, 불우한",학업 및 진로,여성,청소년,,emotion_상처,emotion_상처_situation_학업 및 진로,23,21700,short
21525_3_human,엄마한테 좀만 늦게 깨워달라고 이야기해봐야겠어.,human,3,상처,괴로워하는,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,26,21525,short
36803_1_human,나 요새 친구들한테 따돌림 당하고 있는거 같아.,human,1,상처,괴로워하는,학교폭력/따돌림,여성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,26,36803,short
19610_3_human,어떻게든 대책을 찾아내야지.,human,3,상처,희생된,"진로,취업,직장",남성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",15,19610,short
14476_1_human,요즘 인간관계가 어려운 것 같아.,human,1,상처,고립된,대인관계,여성,노년,,emotion_상처,emotion_상처_situation_대인관계,18,14476,short
32926_2_human,요새 외박도 잦고 핸드폰을 안 보여줘.,human,2,상처,괴로워하는,"연애,결혼,출산",여성,청년,,emotion_상처,"emotion_상처_situation_연애,결혼,출산",21,32926,short
14281_3_human,소송하려고 생각 중이야. 거짓말을 한 거니까.,human,3,상처,배신당한,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,25,14281,short
36819_1_human,전날 언니한테서 폭언을 들어서 상처 받았어.,human,1,상처,상처,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,24,36819,short
2194_3_human,담임 선생님께 말씀드려야겠어.,human,3,상처,고립된,학교폭력/따돌림,남성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,16,2194,short
43183_3_human,실력으로 보여주고 급여 협상을 진행하고 싶어.,human,3,상처,배신당한,"재정,은퇴,노후준비",여성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",25,43183,short
5939_2_human,친구는 피부가 타고났거든. 진짜 부러워.,human,2,상처,질투하는,건강,여성,중년,,emotion_상처,emotion_상처_situation_건강,22,5939,short
28724_3_human,근데 또 친구한테 대놓고 말을 못 하겠어.,human,3,상처,희생된,대인관계,여성,청년,,emotion_상처,emotion_상처_situation_대인관계,23,28724,short
45551_3_human,뭐 방법이 있나. 원래 인생은 혼자인 것을.,human,3,상처,고립된,대인관계,여성,노년,,emotion_상처,emotion_상처_situation_대인관계,24,45551,short
15956_1_human,딸 결혼을 반대했더니 딸이 집을 나가버렸어.,human,1,상처,배신당한,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",24,15956,short
46554_3_human,상담사를 찾아가 상담받아봐야겠어.,human,3,상처,고립된,대인관계,남성,노년,,emotion_상처,emotion_상처_situation_대인관계,18,46554,short
29587_1_human,학교에서 친구가 때리고 따돌려서 너무 억울해.,human,1,상처,억울한,학교폭력/따돌림,남성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,25,29587,short
28933_2_human,다들 친하니깐 나는 낄 자리가 없는 거 같아.,human,2,상처,고립된,"진로,취업,직장",남성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",25,28933,short
50745_2_human,혼자 버려진 것 같아서 외롭고 살기 싫어.,human,2,상처,희생된,학교폭력/따돌림,여성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,23,50745,short
50243_1_human,돈을 벌어도 모이지가 않아.,human,1,상처,희생된,"재정,은퇴,노후준비",여성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",15,50243,short
32180_2_human,내 노후 준비 자금으로 모아 놓은 건데.,human,2,상처,배신당한,"재정,은퇴,노후준비",남성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",22,32180,short
1803_2_human,걱정되지. 나만 희생하는 것 같고.,human,2,상처,희생된,"연애,결혼,출산",남성,청년,,emotion_상처,"emotion_상처_situation_연애,결혼,출산",19,1803,short
12274_3_human,그곳에 시시티브이가 있는지 확인해 봐야겠어.,human,3,상처,억울한,대인관계,여성,청년,,emotion_상처,emotion_상처_situation_대인관계,24,12274,short
18599_3_human,수술도 하고 몸에 좋은 것도 챙겨 먹고 그래야지.,human,3,상처,배신당한,건강,여성,중년,,emotion_상처,emotion_상처_situation_건강,27,18599,short
19609_2_human,슬프기도 하지만 걱정이 많아.,human,2,상처,희생된,"진로,취업,직장",남성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",16,19609,short
32106_3_human,내가 오십 대라 회사에서 쓸모 없다고 보고했대.,human,3,상처,배신당한,"직장, 업무 스트레스",남성,중년,,emotion_상처,"emotion_상처_situation_직장, 업무 스트레스",26,32106,short
26829_2_human,그래. 가난이 너무 지긋지긋해 원망스러워.,human,2,상처,"가난한, 불우한","건강,죽음",여성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",23,26829,short
13921_3_human,엄마와 얘기해본 다음 아빠에게 연락해봐야겠어.,human,3,상처,버려진,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,25,13921,short
11011_1_human,애들이 아빠만 좋아해. 신경질 나.,human,1,상처,질투하는,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",19,11011,short
45832_2_human,노년 생활을 어떻게 보내야 할지 걱정이야.,human,2,상처,상처,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,23,45832,short
29570_1_human,내 아이가 나의 말을 잘 듣지 않아서 고민이야.,human,1,상처,억울한,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",26,29570,short
12376_3_human,응. 보고 있으면 박탈감 느껴져 정말.,human,3,상처,질투하는,대인관계,여성,청년,,emotion_상처,emotion_상처_situation_대인관계,21,12376,short
40695_3_human,남은 인생 사는 것이 정말 힘들 거 같아.,human,3,상처,희생된,재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,23,40695,short
16443_1_human,딸이 임신했다가 유산했대. 너무 마음이 아파.,human,1,상처,충격 받은,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",25,16443,short
11065_1_human,내 딸이 교통사고를 당했어.,human,1,상처,괴로워하는,"대인관계(부부, 자녀)",남성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",15,11065,short
979_2_human,평소에 친하게 지내기도 했어서 더 충격적이야.,human,2,상처,충격 받은,"진로,취업,직장",여성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",25,979,short
1700_1_human,언니가 나는 잘하는 게 없다고 말해서 속상해.,human,1,상처,충격 받은,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,25,1700,short
26122_3_human,그래서 차 바로 바꿔줬어. 걱정이 되더라구.,human,3,상처,충격 받은,재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,24,26122,short
28974_2_human,많이 속상해. 이제 의욕도 없어.,human,2,상처,괴로워하는,학업 및 진로,남성,청소년,,emotion_상처,emotion_상처_situation_학업 및 진로,18,28974,short
19715_3_human,고소하기 전 사장님을 만나 얘기해 봐야겠어.,human,3,상처,배신당한,"재정,은퇴,노후준비",남성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",24,19715,short
40476_2_human,이 시기에 이혼을 한다는게 쉽지가 않네.,human,2,상처,괴로워하는,대인관계,남성,노년,,emotion_상처,emotion_상처_situation_대인관계,22,40476,short
29863_2_human,다른 방법을 찾아내서 관리해야겠어.,human,2,상처,배신당한,"건강,죽음",여성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",19,29863,short
7203_1_human,회사에서 작업 중에 다쳐서 손에 깁스했어.,human,1,상처,희생된,"직장, 업무 스트레스",여성,중년,,emotion_상처,"emotion_상처_situation_직장, 업무 스트레스",23,7203,short
45114_2_human,무엇보다도 먹고살아야 하는 내 생계 문제가 걱정이야.,human,2,상처,억울한,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,29,45114,medium
24851_3_human,친구들에게 연락을 해서 상처받았다고 솔직하게 말해야겠어.,human,3,상처,버려진,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,31,24851,medium
50259_1_human,불안 장애로 인해 친한 친구들이 다 떠나가는 것 같아.,human,1,상처,질투하는,대인관계,여성,청년,,emotion_상처,emotion_상처_situation_대인관계,30,50259,medium
1431_3_human,이럴 줄 알았으면 자식을 낳지 말 걸 그랬나 생각도 들어.,human,3,상처,버려진,재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,32,1431,medium
19392_2_human,이게 한 두 번이 아니야. 나 말고도 다른 친구한테도 그랬다고.,human,2,상처,배신당한,학교폭력/따돌림,여성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,35,19392,medium
4084_1_human,친한 친구가 하나도 없어서 외롭다. 세상에 의지할 사람이 없어.,human,1,상처,고립된,대인관계,여성,청년,,emotion_상처,emotion_상처_situation_대인관계,35,4084,medium
28572_1_human,점점 기력도 떨어지고 친구 부고 소식을 들으면 삶이 허망해.,human,1,상처,괴로워하는,"건강,죽음",남성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",33,28572,medium
39486_3_human,나는 걱정돼서 하는 말인데 딸은 학대받는 느낌이 든다고 하더라.,human,3,상처,상처,대인관계,여성,노년,,emotion_상처,emotion_상처_situation_대인관계,35,39486,medium
2995_2_human,아무래도 내가 건강 문제로 친구들을 질투하는 것 같아.,human,2,상처,질투하는,건강,남성,중년,,emotion_상처,emotion_상처_situation_건강,30,2995,medium
11078_2_human,친구들은 다들 운동을 한 가지쯤은 전문적으로 하거든.,human,2,상처,질투하는,건강,남성,중년,,emotion_상처,emotion_상처_situation_건강,29,11078,medium
20606_1_human,나랑 사귀었던 아이가 공부 잘하는 다른 아이를 좋아한대.,human,1,상처,배신당한,학업 및 진로,남성,청소년,,emotion_상처,emotion_상처_situation_학업 및 진로,31,20606,medium
7656_2_human,새로운 직원이 내 일을 잘 해낼 때 종종 느끼는 것 같아.,human,2,상처,버려진,"재정,은퇴,노후준비",여성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",32,7656,medium
43068_2_human,다 내가 못나서 일어나는 일인 것만 같아. 나는 구제 불능이야.,human,2,상처,상처,대인관계,여성,노년,,emotion_상처,emotion_상처_situation_대인관계,35,43068,medium
17346_1_human,곧 은퇴를 해야 하는데 모아둔 돈이 전혀 없어 걱정이야.,human,1,상처,"가난한, 불우한","재정,은퇴,노후준비",남성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",31,17346,medium
3009_2_human,다른 부분도 좋지는 않지만 특히 혈압이 너무 안 좋아.,human,2,상처,충격 받은,건강,남성,중년,,emotion_상처,emotion_상처_situation_건강,30,3009,medium
26522_1_human,남편이 요즘 출산을 앞둔 날 너무 힘들게 하는 거 있지?,human,1,상처,억울한,"연애,결혼,출산",여성,청년,,emotion_상처,"emotion_상처_situation_연애,결혼,출산",31,26522,medium
7744_1_human,왜 윗사람들은 아랫사람을 못 부려먹어서 안달인지 몰라.,human,1,상처,희생된,"직장, 업무 스트레스",여성,중년,,emotion_상처,"emotion_상처_situation_직장, 업무 스트레스",30,7744,medium
25964_2_human,내가 최씨 할머니 보다 열심히 살았는데 부동산이 적어 질투나.,human,2,상처,질투하는,재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,34,25964,medium
40203_3_human,그렇지. 남편이 제일 걱정이야. 나 없이 아무것도 못 하는데.,human,3,상처,억울한,"건강,죽음",여성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",34,40203,medium
51170_3_human,다른 일자리를 찾아 딸이 원하는 부분을 지원해줘야겠어.,human,3,상처,상처,"재정,은퇴,노후준비",여성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",30,51170,medium
12410_3_human,응. 절박한 건 마찬가진데 이렇게 버리다니 너무 상처야.,human,3,상처,희생된,"진로,취업,직장",여성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",31,12410,medium
17850_1_human,집주인은 갑자기 월세를 이십만 원이나 올리겠다고 통보했어.,human,1,상처,억울한,재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,32,17850,medium
47134_3_human,마음속으로 나는 당당하다는 것을 생각하며 다녀야겠어.,human,3,상처,질투하는,대인관계,여성,청년,,emotion_상처,emotion_상처_situation_대인관계,29,47134,medium
19164_2_human,지역단체에서 도움을 주는데도 먹고 사는 문제는 해결되지 않네.,human,2,상처,"가난한, 불우한",재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,34,19164,medium
45968_2_human,나이도 많이 먹었는데 다 끝났지 뭐 이제 갈 때 됐어.,human,2,상처,버려진,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,30,45968,medium
44872_2_human,내가 말실수를 할까 봐 불안하고 내 행동 하나하나가 신경 쓰여.,human,2,상처,충격 받은,학교폭력/따돌림,남성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,35,44872,medium
51398_3_human,있겠지. 마음을 열고 이야기해 보면 좋을 것 같기는 해.,human,3,상처,상처,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",31,51398,medium
44673_3_human,그냥 잠시 혼자서 생각 좀 정리해야겠어. 마음이 복잡하네.,human,3,상처,억울한,건강,남성,중년,,emotion_상처,emotion_상처_situation_건강,32,44673,medium
32314_1_human,이번에 서류만 스무 군데 넘게 넣었는데 모조리 떨어졌어.,human,1,상처,충격 받은,"진로,취업,직장",여성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",31,32314,medium
20387_3_human,나도 잘 모르겠어. 나한테는 별로 신경도 써주지 않는 것 같아.,human,3,상처,상처,"건강,죽음",여성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",35,20387,medium
36235_3_human,지인들과 진지하게 얘기해보려고. 잘 해결됐으면 좋겠다.,human,3,상처,버려진,학교폭력/따돌림,여성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,30,36235,medium
11583_1_human,폐암 진단을 받았어. 담배를 피운 적이 없는데 너무 억울해.,human,1,상처,억울한,건강,여성,중년,,emotion_상처,emotion_상처_situation_건강,33,11583,medium
23501_2_human,친구들이랑 같이 학원에 다니고 싶은 것 같아. 너무 속상해.,human,2,상처,"가난한, 불우한","재정,은퇴,노후준비",여성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",33,23501,medium
9397_1_human,남편이 다른 여자와 막역하게 지내는 걸 보면 질투가 나.,human,1,상처,질투하는,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",31,9397,medium
12785_3_human,따돌림을 피해서 전학을 가고 싶다고 부모님께 말씀드려야겠어.,human,3,상처,상처,학교폭력/따돌림,남성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,33,12785,medium
50699_2_human,늙어가는 게 무서워. 여기서 더 나이를 먹으면 어떡하지?,human,2,상처,상처,건강,여성,중년,,emotion_상처,emotion_상처_situation_건강,31,50699,medium
1714_3_human,친구들과 노래방에 가서 노래 부르고 이 상황을 탈피하고 싶어.,human,3,상처,배신당한,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,34,1714,medium
11084_2_human,모르는 사람들은 내가 잘못했다고 생각할 것 아니야.,human,2,상처,괴로워하는,"직장, 업무 스트레스",남성,중년,,emotion_상처,"emotion_상처_situation_직장, 업무 스트레스",28,11084,medium
16018_2_human,그니까. 내가 믿음직스럽지 못한 리더였나 생각돼서 너무 힘들어.,human,2,상처,버려진,"진로,취업,직장",남성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",35,16018,medium
49220_1_human,오늘 해고됐어. 이제 우리 가족은 뭘 먹고 살아야 하지?,human,1,상처,상처,재정,남성,노년,,emotion_상처,emotion_상처_situation_재정,31,49220,medium
31968_2_human,한 두 푼이 아니라 내 몇 개월 급여와 같은 금액이야.,human,2,상처,"가난한, 불우한","직장, 업무 스트레스",남성,중년,,emotion_상처,"emotion_상처_situation_직장, 업무 스트레스",30,31968,medium
44859_1_human,나는 실패자야. 무슨 일을 하든 성공하지 못할 것이 뻔해.,human,1,상처,충격 받은,대인관계,남성,청년,,emotion_상처,emotion_상처_situation_대인관계,32,44859,medium
14559_3_human,나랑은 안 맞는 곳이었다고 생각하고 새로운 곳을 찾으려고.,human,3,상처,"가난한, 불우한","진로,취업,직장",남성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",32,14559,medium
16981_3_human,몇 번 말해도 소용이 없었어. 그냥 난 매일 서운하기만 해.,human,3,상처,버려진,가족관계,여성,청소년,,emotion_상처,emotion_상처_situation_가족관계,33,16981,medium
18722_1_human,자식들이 벌써 나의 죽음을 대비해 장례를 준비하고 있어.,human,1,상처,충격 받은,"건강,죽음",여성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",31,18722,medium
12826_1_human,매일 나를 괴롭히는 아이들 때문에 학교 가는 것이 너무 힘들어.,human,1,상처,괴로워하는,학교폭력/따돌림,남성,청소년,,emotion_상처,emotion_상처_situation_학교폭력/따돌림,35,12826,medium
31972_1_human,남편이 집 부동산 증서를 들고 도망갔어. 너무 충격이야.,human,1,상처,충격 받은,재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,31,31972,medium
14446_2_human,기분도 안 좋지만 내 자신이 너무 초라해지는 기분이야.,human,2,상처,상처,대인관계,여성,노년,,emotion_상처,emotion_상처_situation_대인관계,30,14446,medium
33171_1_human,나 지금 너무 속상해. 어떻게 해야 될지 모르겠어.,human,1,상처,배신당한,"연애,결혼,출산",여성,청년,,emotion_상처,"emotion_상처_situation_연애,결혼,출산",28,33171,medium
38245_2_human,언제까지 슬픔에 잠겨있을 수만은 없어 이제 일을 시작했다고 해.,human,2,상처,고립된,"건강,죽음",여성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",35,38245,medium
12346_2_human,부모님이 막무가내로 강요하셔. 정말 견디기 힘들어.,human,2,상처,괴로워하는,"연애,결혼,출산",여성,청년,,emotion_상처,"emotion_상처_situation_연애,결혼,출산",28,12346,medium
22624_3_human,회사 인사팀에 연락해서 합격 취소된 이유를 물어봐야겠어.,human,3,상처,억울한,"진로,취업,직장",여성,청년,,emotion_상처,"emotion_상처_situation_진로,취업,직장",31,22624,medium
50606_1_human,몸이 안 좋아져서 다니던 직장에서 잘렸어. 난 이제 끝났어.,human,1,상처,버려진,재정,여성,노년,,emotion_상처,emotion_상처_situation_재정,33,50606,medium
44789_1_human,갱년기가 와서 아무도 믿을 수가 없고 비관적인 기분만 들어.,human,1,상처,배신당한,건강,여성,중년,,emotion_상처,emotion_상처_situation_건강,33,44789,medium
425_1_human,우리 아들이 서울에 있는 대학을 다니는데 너무 보고 싶어.,human,1,상처,버려진,"대인관계(부부, 자녀)",여성,중년,,emotion_상처,"emotion_상처_situation_대인관계(부부, 자녀)",32,425,medium
21931_3_human,아무래도 혼자 앓는 것보다 대화로 푸는 게 좋을 것 같아.,human,3,상처,버려진,대인관계,남성,청년,,emotion_상처,emotion_상처_situation_대인관계,32,21931,medium
1220_1_human,엄마는 내가 옷을 사면 돈이 아깝다고만 하셔서 서운해.,human,1,상처,억울한,가족관계,남성,청소년,,emotion_상처,emotion_상처_situation_가족관계,30,1220,medium
25091_3_human,동네 사람들 모임에 가끔씩이라도 찾아가서 인사를 나눠봐야겠어.,human,3,상처,고립된,"건강,죽음",여성,노년,,emotion_상처,"emotion_상처_situation_건강,죽음",34,25091,medium
4682_1_human,남자친구 때문에 속상해하는 친구를 위로해줬는데 화가 나.,human,1,상처,희생된,대인관계,여성,청년,,emotion_상처,emotion_상처_situation_대인관계,31,4682,medium
9350_3_human,응. 부모님이 물려주신 땅을 팔아서 건물을 한 채 살 생각이야.,human,3,상처,질투하는,"재정,은퇴,노후준비",여성,중년,,emotion_상처,"emotion_상처_situation_재정,은퇴,노후준비",35,9350,medium
